Measure;Caption;Spedito residuo[Costo unitario medio - Spedito residuo - YTD];Costo unitario medio - Spedito residuo - YTD;Average Unit Cost - Left Shipped - YTD;;;;;;;;;
Measure;Caption;Spedito residuo[Costo unitario medio progressivo - Spedito residuo - YTD];Costo unitario medio progressivo - Spedito residuo - YTD;Progressive Average Unit Cost - Left Shipped - YTD;;;;;;;;;
Measure;Caption;Spedito residuo[Costo unitario movimento - Spedito residuo - YTD];Costo unitario movimento - Spedito residuo - YTD;Unit Movement Cost - Remaining Shipped - YTD;;;;;;;;;
Measure;Caption;Spedito residuo[Importo unitario - Spedito residuo - YTD];Importo unitario - Spedito residuo - YTD;Unit Amount - Left Shipped - YTD;;;;;;;;;
Measure;Caption;Spedito residuo[Margine costo movimento - Spedito residuo - YTD];Margine costo movimento - Spedito residuo - YTD;Movement Cost Margin - Remaining Shipped - YTD;;;;;;;;;
Measure;Caption;Spedito residuo[Margine costo medio progressivo - Spedito residuo - YTD];Margine costo medio progressivo - Spedito residuo - YTD;Progressive Average Cost Margin - Shipped Remaining - YTD;;;;;;;;;
Measure;Caption;Spedito residuo[Margine costo medio - Spedito residuo - YTD];Margine costo medio - Spedito residuo - YTD;Average Cost Margin - Remaining Shipped - YTD;;;;;;;;;
Measure;Caption;Spedito residuo[Margine costo standard - Spedito residuo - YTD];Margine costo standard - Spedito residuo - YTD;Standard Cost Margin - Remaining Shipped - YTD;;;;;;;;;
Measure;Caption;Spedito residuo[Costo medio - Spedito residuo - PYTD];Costo medio - Spedito residuo - PYTD;Average Cost - Remaining Shipped - PYTD;;;;;;;;;
Table;DisplayFolder;Spedito residuo[Progressivo anno precedente (PYTD)];;Previous Year Progressive (PYTD);;;;;;;;;
Measure;Caption;Spedito residuo[Costo medio progressivo - Spedito residuo - PYTD];Costo medio progressivo - Spedito residuo - PYTD;Progressive Average Cost - Remaining Shipped - PYTD;;;;;;;;;
Measure;Caption;Spedito residuo[Costo movimento - Spedito residuo - PYTD];Costo movimento - Spedito residuo - PYTD;Movement Cost - Remaining Shipped - PYTD;;;;;;;;;
Measure;Caption;Spedito residuo[Costo standard - Spedito residuo - PYTD];Costo standard - Spedito residuo - PYTD;Standard Cost - Remaining Shipped - PYTD;;;;;;;;;
Measure;Caption;Spedito residuo[Quantità - Spedito residuo - PYTD];Quantità - Spedito residuo - PYTD;Quantity - Shipped Remaining - PYTD;;;;;;;;;
Measure;Caption;Spedito residuo[Importo (no omaggi) - Spedito residuo - PYTD];Importo (no omaggi) - Spedito residuo - PYTD;Amount (No Freebies) - Remaining Shipped - PYTD;;;;;;;;;
Measure;Caption;Spedito residuo[Costo unitario standard - Spedito residuo - PYTD];Costo unitario standard - Spedito residuo - PYTD;Standard Unit Cost - Shipped Remaining - PYTD;;;;;;;;;
Measure;Caption;Spedito residuo[Costo unitario medio - Spedito residuo - PYTD];Costo unitario medio - Spedito residuo - PYTD;Average Unit Cost - Remaining Shipped - PYTD;;;;;;;;;
Measure;Caption;Spedito residuo[Costo unitario medio progressivo - Spedito residuo - PYTD];Costo unitario medio progressivo - Spedito residuo - PYTD;Progressive Average Unit Cost - Remaining Shipped - PYTD;;;;;;;;;
Measure;Caption;Spedito residuo[Costo unitario movimento - Spedito residuo - PYTD];Costo unitario movimento - Spedito residuo - PYTD;Unit Cost Of Movement - Remaining Shipped - PYTD;;;;;;;;;
Measure;Caption;Spedito residuo[Importo unitario - Spedito residuo - PYTD];Importo unitario - Spedito residuo - PYTD;Unit Amount - Remaining Shipped - PYTD;;;;;;;;;
Measure;Caption;Spedito residuo[Margine costo movimento - Spedito residuo - PYTD];Margine costo movimento - Spedito residuo - PYTD;Movement Cost Margin - Remaining Shipped - PYTD;;;;;;;;;
Measure;Caption;Spedito residuo[Margine costo medio progressivo - Spedito residuo - PYTD];Margine costo medio progressivo - Spedito residuo - PYTD;Progressive Average Cost Margin - Remaining Shipped - PYTD;;;;;;;;;
Measure;Caption;Spedito residuo[Margine costo medio - Spedito residuo - PYTD];Margine costo medio - Spedito residuo - PYTD;Average Cost Margin - Remaining Shipped - PYTD;;;;;;;;;
Measure;Caption;Spedito residuo[Margine costo standard - Spedito residuo - PYTD];Margine costo standard - Spedito residuo - PYTD;Standard Cost Margin - Remaining Shipped - PYTD;;;;;;;;;
Measure;Caption;Spedito residuo[Costo medio - Spedito residuo - YOY];Costo medio - Spedito residuo - YOY;Average Cost - Left Shipped - YOY;;;;;;;;;
Table;DisplayFolder;Spedito residuo[Variazioni da anno precedente (YOY)];;Change From Previous Year (YOY);;;;;;;;;
Measure;Caption;Spedito residuo[Costo medio progressivo - Spedito residuo - YOY];Costo medio progressivo - Spedito residuo - YOY;Progressive Average Cost - Remaining Shipped - YOY;;;;;;;;;
Measure;Caption;Spedito residuo[Costo movimento - Spedito residuo - YOY];Costo movimento - Spedito residuo - YOY;Movement Cost - Remaining Shipped - YOY;;;;;;;;;
Measure;Caption;Spedito residuo[Costo standard - Spedito residuo - YOY];Costo standard - Spedito residuo - YOY;Standard Cost - Shipped Remaining - YOY;;;;;;;;;
Measure;Caption;Spedito residuo[Quantità - Spedito residuo - YOY];Quantità - Spedito residuo - YOY;Quantity - Shipped Remaining - YOY;;;;;;;;;
Measure;Caption;Spedito residuo[Importo (no omaggi) - Spedito residuo - YOY];Importo (no omaggi) - Spedito residuo - YOY;Amount (No Freebies) - Shipped Remaining - YOY;;;;;;;;;
Measure;Caption;Spedito residuo[Costo unitario standard - Spedito residuo - YOY];Costo unitario standard - Spedito residuo - YOY;Standard Unit Cost - Left Shipped - YOY;;;;;;;;;
Measure;Caption;Spedito residuo[Costo unitario medio - Spedito residuo - YOY];Costo unitario medio - Spedito residuo - YOY;Average Unit Cost - Left Shipped - YOY;;;;;;;;;
Measure;Caption;Spedito residuo[Costo unitario medio progressivo - Spedito residuo - YOY];Costo unitario medio progressivo - Spedito residuo - YOY;Progressive Average Unit Cost - Remaining Shipped - YOY;;;;;;;;;
Measure;Caption;Spedito residuo[Costo unitario movimento - Spedito residuo - YOY];Costo unitario movimento - Spedito residuo - YOY;Unit Cost Of Movement - Remaining Shipped - YOY;;;;;;;;;
Measure;Caption;Spedito residuo[Importo unitario - Spedito residuo - YOY];Importo unitario - Spedito residuo - YOY;Unit Amount - Left Shipped - YOY;;;;;;;;;
Measure;Caption;Spedito residuo[Margine costo movimento - Spedito residuo - YOY];Margine costo movimento - Spedito residuo - YOY;Movement Cost Margin - Remaining Shipped - YOY;;;;;;;;;
Measure;Caption;Spedito residuo[Margine costo medio progressivo - Spedito residuo - YOY];Margine costo medio progressivo - Spedito residuo - YOY;Progressive Average Cost Margin - Shipped Remaining - YOY;;;;;;;;;
Measure;Caption;Spedito residuo[Margine costo medio - Spedito residuo - YOY];Margine costo medio - Spedito residuo - YOY;Average Cost Margin - Remaining Shipped - YOY;;;;;;;;;
Measure;Caption;Spedito residuo[Margine costo standard - Spedito residuo - YOY];Margine costo standard - Spedito residuo - YOY;Standard Cost Margin - Shipped Remaining - YOY;;;;;;;;;
Measure;Caption;Spedito residuo[Costo medio - Spedito residuo - YOY%];Costo medio - Spedito residuo - YOY%;Average Cost - Remaining Shipped - YOY%;;;;;;;;;
Table;DisplayFolder;Spedito residuo[Variazioni % da anno precedente (YOY%)];;% Change From Previous Year (YOY%);;;;;;;;;
Measure;Caption;Spedito residuo[Costo medio progressivo - Spedito residuo - YOY%];Costo medio progressivo - Spedito residuo - YOY%;Progressive Average Cost - Remaining Shipped - YOY%;;;;;;;;;
Measure;Caption;Spedito residuo[Costo movimento - Spedito residuo - YOY%];Costo movimento - Spedito residuo - YOY%;Movement Cost - Shipped Remaining - YOY%;;;;;;;;;
Measure;Caption;Spedito residuo[Costo standard - Spedito residuo - YOY%];Costo standard - Spedito residuo - YOY%;Standard Cost - Shipped Remaining - YOY%;;;;;;;;;
Measure;Caption;Spedito residuo[Quantità - Spedito residuo - YOY%];Quantità - Spedito residuo - YOY%;Quantity - Shipped Remaining - YOY%;;;;;;;;;
Measure;Caption;Spedito residuo[Importo (no omaggi) - Spedito residuo - YOY%];Importo (no omaggi) - Spedito residuo - YOY%;Amount (No Freebies) - Remaining Shipped - YOY%;;;;;;;;;
Measure;Caption;Spedito residuo[Costo unitario standard - Spedito residuo - YOY%];Costo unitario standard - Spedito residuo - YOY%;Standard Unit Cost - Shipped Remaining - YOY%;;;;;;;;;
Measure;Caption;Spedito residuo[Costo unitario medio - Spedito residuo - YOY%];Costo unitario medio - Spedito residuo - YOY%;Average Unit Cost - Remaining Shipped - YOY%;;;;;;;;;
Measure;Caption;Spedito residuo[Costo unitario medio progressivo - Spedito residuo - YOY%];Costo unitario medio progressivo - Spedito residuo - YOY%;Progressive Average Unit Cost - Remaining Shipped - YOY%;;;;;;;;;
Measure;Caption;Spedito residuo[Costo unitario movimento - Spedito residuo - YOY%];Costo unitario movimento - Spedito residuo - YOY%;Unit Movement Cost - Shipped Remaining - YOY%;;;;;;;;;
Measure;Caption;Spedito residuo[Importo unitario - Spedito residuo - YOY%];Importo unitario - Spedito residuo - YOY%;Unit Amount - Shipped Remaining - YOY%;;;;;;;;;
Measure;Caption;Spedito residuo[Margine costo movimento - Spedito residuo - YOY%];Margine costo movimento - Spedito residuo - YOY%;Movement Cost Margin - Shipped Remaining - YOY%;;;;;;;;;
Measure;Caption;Spedito residuo[Margine costo medio progressivo - Spedito residuo - YOY%];Margine costo medio progressivo - Spedito residuo - YOY%;Progressive Average Cost Margin - Remaining Shipped - YOY%;;;;;;;;;
Measure;Caption;Spedito residuo[Margine costo medio - Spedito residuo - YOY%];Margine costo medio - Spedito residuo - YOY%;Average Cost Margin - Remaining Shipped - YOY%;;;;;;;;;
Measure;Caption;Spedito residuo[Margine costo standard - Spedito residuo - YOY%];Margine costo standard - Spedito residuo - YOY%;Standard Cost Margin - Shipped Remaining - YOY%;;;;;;;;;
Measure;Caption;Spedito residuo[Costo medio - Spedito residuo - YOYTD];Costo medio - Spedito residuo - YOYTD;Average Cost - Remaining Shipped - YOYTD;;;;;;;;;
Table;DisplayFolder;Spedito residuo[Variazioni da anno precedente progressive (YOYTD)];;Progressive Changes From Previous Year (YOYTD);;;;;;;;;
Measure;Caption;Spedito residuo[Costo medio progressivo - Spedito residuo - YOYTD];Costo medio progressivo - Spedito residuo - YOYTD;Progressive Average Cost - Remaining Shipped - YOYTD;;;;;;;;;
Measure;Caption;Spedito residuo[Costo movimento - Spedito residuo - YOYTD];Costo movimento - Spedito residuo - YOYTD;Movement Cost - Remaining Shipped - YOYTD;;;;;;;;;
Measure;Caption;Spedito residuo[Costo standard - Spedito residuo - YOYTD];Costo standard - Spedito residuo - YOYTD;Standard Cost - Remaining Shipped - YOYTD;;;;;;;;;
Measure;Caption;Spedito residuo[Quantità - Spedito residuo - YOYTD];Quantità - Spedito residuo - YOYTD;Quantity - Shipped Remaining - YOYTD;;;;;;;;;
Measure;Caption;Spedito residuo[Importo (no omaggi) - Spedito residuo - YOYTD];Importo (no omaggi) - Spedito residuo - YOYTD;Amount (No Freebies) - Left Shipped - YOYTD;;;;;;;;;
Measure;Caption;Spedito residuo[Costo unitario standard - Spedito residuo - YOYTD];Costo unitario standard - Spedito residuo - YOYTD;Standard Unit Cost - Remaining Shipped - YOYTD;;;;;;;;;
Measure;Caption;Spedito residuo[Costo unitario medio - Spedito residuo - YOYTD];Costo unitario medio - Spedito residuo - YOYTD;Average Unit Cost - Remaining Shipped - YOYTD;;;;;;;;;
Measure;Caption;Spedito residuo[Costo unitario medio progressivo - Spedito residuo - YOYTD];Costo unitario medio progressivo - Spedito residuo - YOYTD;Progressive Average Unit Cost - Left Shipped - YOYTD;;;;;;;;;
Measure;Caption;Spedito residuo[Costo unitario movimento - Spedito residuo - YOYTD];Costo unitario movimento - Spedito residuo - YOYTD;Unit Cost Movement - Remaining Shipped - YOYTD;;;;;;;;;
Measure;Caption;Spedito residuo[Importo unitario - Spedito residuo - YOYTD];Importo unitario - Spedito residuo - YOYTD;Unit Amount - Remaining Shipped - YOYTD;;;;;;;;;
Measure;Caption;Spedito residuo[Margine costo movimento - Spedito residuo - YOYTD];Margine costo movimento - Spedito residuo - YOYTD;Movement Cost Margin - Remaining Shipped - YOYTD;;;;;;;;;
Measure;Caption;Spedito residuo[Margine costo medio progressivo - Spedito residuo - YOYTD];Margine costo medio progressivo - Spedito residuo - YOYTD;Progressive Average Cost Margin - Remaining Shipped - YOYTD;;;;;;;;;
Measure;Caption;Spedito residuo[Margine costo medio - Spedito residuo - YOYTD];Margine costo medio - Spedito residuo - YOYTD;Average Cost Margin - Remaining Shipped - YOYTD;;;;;;;;;
Measure;Caption;Spedito residuo[Margine costo standard - Spedito residuo - YOYTD];Margine costo standard - Spedito residuo - YOYTD;Standard Cost Margin - Remaining Shipped - YOYTD;;;;;;;;;
Measure;Caption;Spedito residuo[Costo medio - Spedito residuo - YOYTD%];Costo medio - Spedito residuo - YOYTD%;Average Cost - Remaining Shipped - YOYTD%;;;;;;;;;
Table;DisplayFolder;Spedito residuo[Variazioni % da anno precedente progressive (YOYTD%)];;% Change From Previous Year Progressive (YOYTD%);;;;;;;;;
Measure;Caption;Spedito residuo[Costo medio progressivo - Spedito residuo - YOYTD%];Costo medio progressivo - Spedito residuo - YOYTD%;Progressive Average Cost - Remaining Shipped - YOYTD%;;;;;;;;;
Measure;Caption;Spedito residuo[Costo movimento - Spedito residuo - YOYTD%];Costo movimento - Spedito residuo - YOYTD%;Movement Cost - Shipped Remaining - YOYTD%;;;;;;;;;
Measure;Caption;Spedito residuo[Costo standard - Spedito residuo - YOYTD%];Costo standard - Spedito residuo - YOYTD%;Standard Cost - Shipped Remaining - YOYTD%;;;;;;;;;
Measure;Caption;Spedito residuo[Quantità - Spedito residuo - YOYTD%];Quantità - Spedito residuo - YOYTD%;Quantity - Shipped Remaining - YOYTD%;;;;;;;;;
Measure;Caption;Spedito residuo[Importo (no omaggi) - Spedito residuo - YOYTD%];Importo (no omaggi) - Spedito residuo - YOYTD%;Amount (No Freebies) - Shipped Remaining - YOYTD%;;;;;;;;;
Measure;Caption;Spedito residuo[Costo unitario standard - Spedito residuo - YOYTD%];Costo unitario standard - Spedito residuo - YOYTD%;Standard Unit Cost - Shipped Remaining - YOYTD%;;;;;;;;;
Measure;Caption;Spedito residuo[Costo unitario medio - Spedito residuo - YOYTD%];Costo unitario medio - Spedito residuo - YOYTD%;Average Unit Cost - Remaining Shipped - YOYTD%;;;;;;;;;
Measure;Caption;Spedito residuo[Costo unitario medio progressivo - Spedito residuo - YOYTD%];Costo unitario medio progressivo - Spedito residuo - YOYTD%;Progressive Average Unit Cost - Remaining Shipped - YOYTD%;;;;;;;;;
Measure;Caption;Spedito residuo[Costo unitario movimento - Spedito residuo - YOYTD%];Costo unitario movimento - Spedito residuo - YOYTD%;Unit Movement Cost - Shipped Remaining - YOYTD%;;;;;;;;;
Measure;Caption;Spedito residuo[Importo unitario - Spedito residuo - YOYTD%];Importo unitario - Spedito residuo - YOYTD%;Unit Amount - Remaining Shipped - YOYTD%;;;;;;;;;
Measure;Caption;Spedito residuo[Margine costo movimento - Spedito residuo - YOYTD%];Margine costo movimento - Spedito residuo - YOYTD%;Movement Cost Margin - Remaining Shipped - YOYTD%;;;;;;;;;
Measure;Caption;Spedito residuo[Margine costo medio progressivo - Spedito residuo - YOYTD%];Margine costo medio progressivo - Spedito residuo - YOYTD%;Progressive Average Cost Margin - Remaining Shipped - YOYTD%;;;;;;;;;
Measure;Caption;Spedito residuo[Margine costo medio - Spedito residuo - YOYTD%];Margine costo medio - Spedito residuo - YOYTD%;Average Cost Margin - Remaining Shipped - YOYTD%;;;;;;;;;
Measure;Caption;Spedito residuo[Margine costo standard - Spedito residuo - YOYTD%];Margine costo standard - Spedito residuo - YOYTD%;Standard Cost Margin - Remaining Shipped - YOYTD%;;;;;;;;;
Measure;Caption;Spedito residuo[Costo medio - Spedito residuo - MOM];Costo medio - Spedito residuo - MOM;Average Cost - Remaining Shipped - MOM;;;;;;;;;
Table;DisplayFolder;Spedito residuo[Variazioni da mese precedente (MOM)];;Change From Previous Month (MOM);;;;;;;;;
Measure;Caption;Spedito residuo[Costo medio progressivo - Spedito residuo - MOM];Costo medio progressivo - Spedito residuo - MOM;Progressive Average Cost - Remaining Shipped - MOM;;;;;;;;;
Measure;Caption;Spedito residuo[Costo movimento - Spedito residuo - MOM];Costo movimento - Spedito residuo - MOM;Movement Cost - Remaining Shipped - MOM;;;;;;;;;
Measure;Caption;Spedito residuo[Costo standard - Spedito residuo - MOM];Costo standard - Spedito residuo - MOM;Standard Cost - Shipped Remaining - MOM;;;;;;;;;
Measure;Caption;Spedito residuo[Quantità - Spedito residuo - MOM];Quantità - Spedito residuo - MOM;Quantity - Left Shipped - MOM;;;;;;;;;
Measure;Caption;Spedito residuo[Importo (no omaggi) - Spedito residuo - MOM];Importo (no omaggi) - Spedito residuo - MOM;Amount (No Freebies) - Remaining Shipped - MOM;;;;;;;;;
Measure;Caption;Spedito residuo[Costo unitario standard - Spedito residuo - MOM];Costo unitario standard - Spedito residuo - MOM;Standard Unit Cost - Shipped Remaining - MOM;;;;;;;;;
Measure;Caption;Spedito residuo[Costo unitario medio - Spedito residuo - MOM];Costo unitario medio - Spedito residuo - MOM;Average Unit Cost - Remaining Shipped - MOM;;;;;;;;;
Measure;Caption;Spedito residuo[Costo unitario medio progressivo - Spedito residuo - MOM];Costo unitario medio progressivo - Spedito residuo - MOM;Progressive Average Unit Cost - Remaining Shipped - MOM;;;;;;;;;
Measure;Caption;Spedito residuo[Costo unitario movimento - Spedito residuo - MOM];Costo unitario movimento - Spedito residuo - MOM;Unit Cost Of Movement - Remaining Shipped - MOM;;;;;;;;;
Measure;Caption;Spedito residuo[Importo unitario - Spedito residuo - MOM];Importo unitario - Spedito residuo - MOM;Unit Amount - Remaining Shipped - MOM;;;;;;;;;
Measure;Caption;Spedito residuo[Margine costo movimento - Spedito residuo - MOM];Margine costo movimento - Spedito residuo - MOM;Movement Cost Margin - Remaining Shipped - MOM;;;;;;;;;
Measure;Caption;Spedito residuo[Margine costo medio progressivo - Spedito residuo - MOM];Margine costo medio progressivo - Spedito residuo - MOM;Progressive Average Cost Margin - Remaining Shipped - MOM;;;;;;;;;
Measure;Caption;Spedito residuo[Margine costo medio - Spedito residuo - MOM];Margine costo medio - Spedito residuo - MOM;Average Cost Margin - Remaining Shipped - MOM;;;;;;;;;
Measure;Caption;Spedito residuo[Margine costo standard - Spedito residuo - MOM];Margine costo standard - Spedito residuo - MOM;Standard Cost Margin - Remaining Shipped - MOM;;;;;;;;;
